sku,amazon_mrp,flipkart_mrp,myntra_mrp,price_gap
Os1101_S,2295.00,2295.00,2295.00,0.00
Os1101_M,2295.00,2295.00,2295.00,0.00
Os1101_L,2295.00,2295.00,2295.00,0.00
Os1101_XL,2295.00,2295.00,2295.00,0.00
Os1101_2XL,2295.00,2295.00,2295.00,0.00
Os1101_3XL,2295.00,2295.00,2295.00,0.00
Os1055_S,2150.00,2150.00,2150.00,0.00
Os1055_M,2150.00,2150.00,2150.00,0.00
Os1055_L,2150.00,2150.00,2150.00,0.00
Os1055_XL,2150.00,2150.00,2150.00,0.00
Os1055_2XL,2150.00,2150.00,2150.00,0.00
Os1055_3XL,2150.00,2150.00,2150.00,0.00
Os1147_S,2695.00,2695.00,2695.00,0.00
Os1147_M,2695.00,2695.00,2695.00,0.00
Os1147_L,2695.00,2695.00,2695.00,0.00
Os1147_XL,2695.00,2695.00,2695.00,0.00
Os1147_2XL,2695.00,2695.00,2695.00,0.00
Os1147_3XL,2695.00,2695.00,2695.00,0.00
Os1113_S,2195.00,2195.00,2195.00,0.00
Os1113_M,2195.00,2195.00,2195.00,0.00
Os1113_L,2195.00,2195.00,2195.00,0.00
Os1113_XL,2195.00,2195.00,2195.00,0.00
Os1113_2XL,2195.00,2195.00,2195.00,0.00
Os1113_3XL,2195.00,2195.00,2195.00,0.00
Os1108_S,1795.00,1795.00,1795.00,0.00
Os1108_M,1795.00,1795.00,1795.00,0.00
Os1108_L,1795.00,1795.00,1795.00,0.00
Os1108_XL,1795.00,1795.00,1795.00,0.00
Os1108_2XL,1795.00,1795.00,1795.00,0.00
Os1108_3XL,1795.00,1795.00,1795.00,0.00
Os274_XS,1695.00,1695.00,1695.00,0.00
Os274_S,1695.00,1695.00,1695.00,0.00
Os274_M,1695.00,1695.00,1695.00,0.00
Os274_L,1695.00,1695.00,1695.00,0.00
Os274_XL,1695.00,1695.00,1695.00,0.00
Os115_S,1995.00,1995.00,1995.00,0.00
Os115_M,1995.00,1995.00,1995.00,0.00
Os115_L,1995.00,1995.00,1995.00,0.00
Os115_XL,1995.00,1995.00,1995.00,0.00
Os115_2XL,1995.00,1995.00,1995.00,0.00
Os115_3XL,1995.00,1995.00,1995.00,0.00
Os118_S,1895.00,1895.00,1895.00,0.00
Os118_M,1895.00,1895.00,1895.00,0.00
Os118_L,1895.00,1895.00,1895.00,0.00
Os118_XL,1895.00,1895.00,1895.00,0.00
Os118_2XL,1895.00,1895.00,1895.00,0.00
Os118_3XL,1895.00,1895.00,1895.00,0.00
Os125_S,2095.00,2095.00,2095.00,0.00
Os125_M,2095.00,2095.00,2095.00,0.00
Os125_L,2095.00,2095.00,2095.00,0.00
Os125_XL,2095.00,2095.00,2095.00,0.00
Os125_2XL,2095.00,2095.00,2095.00,0.00
Os125_3XL,2095.00,2095.00,2095.00,0.00
Os127_S,1995.00,1995.00,1995.00,0.00
Os127_M,1995.00,1995.00,1995.00,0.00
Os127_L,1995.00,1995.00,1995.00,0.00
Os127_XL,1995.00,1995.00,1995.00,0.00
Os127_2XL,1995.00,1995.00,1995.00,0.00
Os127_3XL,1995.00,1995.00,1995.00,0.00
Os133_S,3495.00,3495.00,3495.00,0.00
Os133_M,3495.00,3495.00,3495.00,0.00
Os133_L,3495.00,3495.00,3495.00,0.00
Os133_XL,3495.00,3495.00,3495.00,0.00
Os133_2XL,3495.00,3495.00,3495.00,0.00
Os133_3XL,3495.00,3495.00,3495.00,0.00
Os134_S,3495.00,3495.00,3495.00,0.00
Os134_M,3495.00,3495.00,3495.00,0.00
Os134_L,3495.00,3495.00,3495.00,0.00
Os134_XL,3495.00,3495.00,3495.00,0.00
Os134_2XL,3495.00,3495.00,3495.00,0.00
Os134_3XL,3495.00,3495.00,3495.00,0.00
Os136_S,3195.00,3195.00,3195.00,0.00
Os136_M,3195.00,3195.00,3195.00,0.00
Os136_L,3195.00,3195.00,3195.00,0.00
Os136_XL,3195.00,3195.00,3195.00,0.00
Os136_2XL,3195.00,3195.00,3195.00,0.00
Os136_3XL,3195.00,3195.00,3195.00,0.00
Os1056_S,5395.00,5395.00,5395.00,0.00
Os1056_M,5395.00,5395.00,5395.00,0.00
Os1056_L,5395.00,5395.00,5395.00,0.00
Os1056_XL,5395.00,5395.00,5395.00,0.00
Os1056_2XL,5395.00,5395.00,5395.00,0.00
Os1056_3XL,5395.00,5395.00,5395.00,0.00
Os1066_S,4895.00,4895.00,4895.00,0.00
Os1066_M,4895.00,4895.00,4895.00,0.00
Os1066_L,4895.00,4895.00,4895.00,0.00
Os1066_XL,4895.00,4895.00,4895.00,0.00
Os1066_2XL,4895.00,4895.00,4895.00,0.00
Os1066_3XL,4895.00,4895.00,4895.00,0.00
Os1103_S,4295.00,4295.00,4295.00,0.00
Os1103_M,4295.00,4295.00,4295.00,0.00
Os1103_L,4295.00,4295.00,4295.00,0.00
Os1103_XL,4295.00,4295.00,4295.00,0.00
Os1103_2XL,4295.00,4295.00,4295.00,0.00
Os1103_3XL,4295.00,4295.00,4295.00,0.00
Os1119_S,4895.00,4895.00,4895.00,0.00
Os1119_M,4895.00,4895.00,4895.00,0.00
Os1119_L,4895.00,4895.00,4895.00,0.00
Os1119_XL,4895.00,4895.00,4895.00,0.00
Os1119_2XL,4895.00,4895.00,4895.00,0.00
Os1119_3XL,4895.00,4895.00,4895.00,0.00
Os287KR_S,2195.00,2195.00,2195.00,0.00
Os287KR_M,2195.00,2195.00,2195.00,0.00
Os287KR_L,2195.00,2195.00,2195.00,0.00
Os287KR_XL,2195.00,2195.00,2195.00,0.00
Os287KR_2XL,2195.00,2195.00,2195.00,0.00
Os287KR_3XL,2195.00,2195.00,2195.00,0.00
Os278KR_S,2397.00,2397.00,2397.00,0.00
Os278KR_M,2397.00,2397.00,2397.00,0.00
Os278KR_L,2397.00,2397.00,2397.00,0.00
Os278KR_XL,2397.00,2397.00,2397.00,0.00
Os278KR_2XL,2397.00,2397.00,2397.00,0.00
Os278KR_3XL,2397.00,2397.00,2397.00,0.00
Os277KR_S,2295.00,2295.00,2295.00,0.00
Os277KR_M,2295.00,2295.00,2295.00,0.00
Os277KR_L,2295.00,2295.00,2295.00,0.00
Os277KR_XL,2295.00,2295.00,2295.00,0.00
Os277KR_2XL,2295.00,2295.00,2295.00,0.00
Os277KR_3XL,2295.00,2295.00,2295.00,0.00
Os276KR_S,2495.00,2495.00,2495.00,0.00
Os276KR_M,2495.00,2495.00,2495.00,0.00
Os276KR_L,2495.00,2495.00,2495.00,0.00
Os276KR_XL,2495.00,2495.00,2495.00,0.00
Os276KR_2XL,2495.00,2495.00,2495.00,0.00
Os276KR_3XL,2495.00,2495.00,2495.00,0.00
Os309_S,2097.00,2097.00,2097.00,0.00
Os309_M,2097.00,2097.00,2097.00,0.00
Os309_L,2097.00,2097.00,2097.00,0.00
Os309_XL,2097.00,2097.00,2097.00,0.00
Os309_2XL,2097.00,2097.00,2097.00,0.00
Os309_3XL,2097.00,2097.00,2097.00,0.00
Os280_S,3297.00,3297.00,3297.00,0.00
Os280_M,3297.00,3297.00,3297.00,0.00
Os280_L,3297.00,3297.00,3297.00,0.00
Os280_XL,3297.00,3297.00,3297.00,0.00
Os280_2XL,3297.00,3297.00,3297.00,0.00
Os280_3XL,3297.00,3297.00,3297.00,0.00
Os280KR_S,2195.00,2195.00,2195.00,0.00
Os280KR_M,2195.00,2195.00,2195.00,0.00
Os280KR_L,2195.00,2195.00,2195.00,0.00
Os280KR_XL,2195.00,2195.00,2195.00,0.00
Os280KR_2XL,2195.00,2195.00,2195.00,0.00
Os280KR_3XL,2195.00,2195.00,2195.00,0.00
Os283_S,2197.00,2197.00,2197.00,0.00
Os283_M,2197.00,2197.00,2197.00,0.00
Os283_L,2197.00,2197.00,2197.00,0.00
Os283_XL,2197.00,2197.00,2197.00,0.00
Os283_2XL,2197.00,2197.00,2197.00,0.00
Os283_3XL,2197.00,2197.00,2197.00,0.00
Os294KR_S,2095.00,2095.00,2095.00,0.00
Os294KR_M,2095.00,2095.00,2095.00,0.00
Os294KR_L,2095.00,2095.00,2095.00,0.00
Os294KR_XL,2095.00,2095.00,2095.00,0.00
Os294KR_2XL,2095.00,2095.00,2095.00,0.00
Os294KR_3XL,2095.00,2095.00,2095.00,0.00
Os307_S,3297.00,3297.00,3297.00,0.00
Os307_M,3297.00,3297.00,3297.00,0.00
Os307_L,3297.00,3297.00,3297.00,0.00
Os307_XL,3297.00,3297.00,3297.00,0.00
Os307_2XL,3297.00,3297.00,3297.00,0.00
Os307_3XL,3297.00,3297.00,3297.00,0.00
Os307KR_S,2195.00,2195.00,2195.00,0.00
Os307KR_M,2195.00,2195.00,2195.00,0.00
Os307KR_L,2195.00,2195.00,2195.00,0.00
Os307KR_XL,2195.00,2195.00,2195.00,0.00
Os307KR_2XL,2195.00,2195.00,2195.00,0.00
Os307KR_3XL,2195.00,2195.00,2195.00,0.00
Os303_S,2097.00,2097.00,2097.00,0.00
Os303_M,2097.00,2097.00,2097.00,0.00
Os303_L,2097.00,2097.00,2097.00,0.00
Os303_XL,2097.00,2097.00,2097.00,0.00
Os303_2XL,2097.00,2097.00,2097.00,0.00
Os303_3XL,2097.00,2097.00,2097.00,0.00
Os282KR_S,2295.00,2295.00,2295.00,0.00
Os282KR_M,2295.00,2295.00,2295.00,0.00
Os282KR_L,2295.00,2295.00,2295.00,0.00
Os282KR_XL,2295.00,2295.00,2295.00,0.00
Os282KR_2XL,2295.00,2295.00,2295.00,0.00
Os282KR_3XL,2295.00,2295.00,2295.00,0.00
Os290_S,3195.00,3195.00,3195.00,0.00
Os290_M,3195.00,3195.00,3195.00,0.00
Os290_L,3195.00,3195.00,3195.00,0.00
Os290_XL,3195.00,3195.00,3195.00,0.00
Os290_2XL,3195.00,3195.00,3195.00,0.00
Os290_3XL,3195.00,3195.00,3195.00,0.00
Os290KR_S,2097.00,2097.00,2097.00,0.00
Os290KR_M,2097.00,2097.00,2097.00,0.00
Os290KR_L,2097.00,2097.00,2097.00,0.00
Os290KR_XL,2097.00,2097.00,2097.00,0.00
Os290KR_2XL,2097.00,2097.00,2097.00,0.00
Os290KR_3XL,2097.00,2097.00,2097.00,0.00
Os289KR_S,2195.00,2195.00,2195.00,0.00
Os289KR_M,2195.00,2195.00,2195.00,0.00
Os289KR_L,2195.00,2195.00,2195.00,0.00
Os289KR_XL,2195.00,2195.00,2195.00,0.00
Os289KR_2XL,2195.00,2195.00,2195.00,0.00
Os289KR_3XL,2195.00,2195.00,2195.00,0.00
Os1109_M,5997.00,5997.00,5997.00,0.00
Os1109_L,5997.00,5997.00,5997.00,0.00
Os1109_XL,5997.00,5997.00,5997.00,0.00
Os1109_2XL,5997.00,5997.00,5997.00,0.00
Os198_5045_XS,1595.00,1595.00,1595.00,0.00
Os192_1124_XS,2295.00,2295.00,2295.00,0.00
Os308_L,2195.00,2195.00,2195.00,0.00
Os275_M,2195.00,2195.00,2195.00,0.00
Os275_L,2195.00,2195.00,2195.00,0.00
Os308_3XL,2195.00,2195.00,2195.00,0.00
Os163_2XLL,1995.00,1995.00,1995.00,0.00
Os160_MM,1695.00,1695.00,1695.00,0.00
Os160_XS,1695.00,1695.00,1695.00,0.00
Os326_XS,1995.00,1995.00,1995.00,0.00
Os326_S,1995.00,1995.00,1995.00,0.00
Os326_M,1995.00,1995.00,1995.00,0.00
Os326_L,1995.00,1995.00,1995.00,0.00
Os326_XL,1995.00,1995.00,1995.00,0.00
Os326_2XL,1995.00,1995.00,1995.00,0.00
Os326_3XL,1995.00,1995.00,1995.00,0.00
